Text_Final;Organisation;Environnement;Communication;Technique
Manque d'information du secrétariat sur le fait que le dossier du patient suit ou non le médecin lors d'un changement d'affectation... J'aurais pu venir au rendez-vous les mains vides et pour rien si je n'avais pas pris l'initiative d'aller consulter le premier hôpital qui m'a apporté toutes les réponses... A corriger absolument. Prise de RV très laborieuse : difficulté de contact et renseignements confus...;0;0;1;0
Je n'ai pas pu payer en liquide car la caisse ne contenait pas assez de monnaie, de plus, j'ai eu à retourner au service médical pour avoir la fiche permettant d'établir la facture, faire la queue pour changer de caisse car la première ne prenait pas la carte bancaire.;0;0;1;0
Pas de diagnostic précis. Beaucoup de pistes sont écartées mais pas de traitement efficace pour soulager la douleur car la maladie n'a pas été identifiée.;0;0;1;1
le disfonctionnement (peut-être seulement apparent...) entre personnel médical et personnel administratif...<LF>A l'heure de l'informatique, l'impossibilité de communiquer par mail avec les différents intervenants.;0;1;0;0
et les explications du médecin ,son écoute , et la prise en compte de la douleur. La rapidité de la prise en charge de ma pathologie et le fait d'être suivi par une équipe pluridisciplinaire;0;0;1;0
La compétence et la gentillesse du médecin.;0;0;1;0
J'aimerais être un peu plus informée sur l'évolution de ma maladie;0;0;1;0
Rapidité, ponctualité, amabilité et sourires;0;0;1;1
reçu par du personnel médical attentif compétent et patient;0;0;1;0
Passer dans une chambre double le dernier jour suite à la fermeture du service avec beaucoup d'allers et retours dans la chambre (visite, ….). Sortie entretemps de l'autre personne puis Il y a a eu un transfert en pleine nuit à 03H du matin car plus de places aux urgences apparemment et impossible de retrouver le sommeil car la personne priait, agonisait, parlait fort….;0;0;1;0
je n'ai retenue aucun point négatif, désolée..;0;0;1;0
Le personnel aux tests d'urine et prise de sang a été gentil et attentif.;1;0;0;0
le manque de communication rapide des résultats au généraliste<LF>en ce qui me concerne pas d'ECBU alors que j'avais mentionné <QT>infection urinaire récente<QT><LF>les diététiciennes un peu jeunes. J'avais l'impression d'en savoir plus qu'elles;0;0;0;1
compétence  , écoute ,résolution du probleme;0;1;1;0
Les propos rassurants du médecin;0;0;1;1
un accompagnement parfait tant à la maternité qu'en suite de couches;0;0;1;1
je ne suis pas satisfaite de mon medecin je souhaite changer de medecin comment faire?;0;0;1;0
la rapidité exceptionnelle au service de radiologie;0;0;1;1
Consultation expéditive de 5 minutes;0;0;0;1
3 points négatifs dont 2 concernant sans doute les attentats présumés,  - impossible d'entrer sur le parking de l'hôpital (vue sa situation géographique en plein Paris, difficile d'aller se garer à l'autre bout de la ville quand on a RDV ou des difficultés à marcher). Amabilité très limite des personnels de sécurité à l'entrée de la barrière voiture, proche de l'incorrection et de l'incivilité!! Les fauteuils ou chaises des salles d'attente ne sont pas d'un confort extraordinaire. De plus, des appareils à boissons chaudes ou des fontaines dans chacune des salle d'attente ne seraient pas du luxe.;0;0;1;0
Grand professionnalisme, écoute attentionnée, réactivité sans faille quand problème, excellente coordination des soins, des prises de RV et des examens;0;0;1;0
Excellente équipe en chirurgie maxillo-facial et en orthodontie également.;1;0;0;0
Manque de personnel pour guider les patients qui viennent pour la première fois ou rarement. L'hôpital est grand et à mon sens, il faut aussi connaître le protocole : comme aller prévenir à l'accueil de son arrivée pour un rendez-vous. Sinon, vous pouvez attendre longtemps avant que le praticien ne vous reçoive pour la consultation fixée ! Rendre l'hôpital plus <QT>humain<QT>, plus compréhensible et accessible me semble essentiel.;0;0;1;0
La pression exercée par le médecin pour que les consultations aient lieu dans son cabinet privé plutôt qu'à l'hôpital (suite à une échographie réalisée dans son cabinet pour des raisons de délais).<LF>L'anamabilité et le caractère colérique du médecin m'a conduite à ne plus oser lui poser de question en consultation de peur de provoquer sa colère. Ses menaces de ne plus s'occuper de mon cas (cancer de la thyroïde) ont réussi à me faire craquer chaque fois que je l'ai consultée. Trois consultations au total. Il n'y en aura pas d'autre.;1;0;0;0
Beaucoup d'attention et de compétence;0;0;1;0
Le docteur et le personnel sont très sympas et très à l'écoute;1;1;0;0
Sage femme pas ok<LF>Dramatise pas rassurante pas objective;0;1;0;0
Délai d'attente pour les rdv. Et parfois temps d'attente a un appel;0;0;1;0
Rien à  signaler;0;0;1;0
La personne qui m'a fait passer l'audiogramme ne semblait pas habituée à mon genre d'implant. Les tests ont été moins nombreux que d'habitude. J'ai eu l'impression que c'était très approximatif.<LF>je n'ai pas compris à quoi servait la visite de l'interne, il ne connaissait pas mon dossier, les documents étant nombreux et mal classés, il n'a pas su quoi me demander;0;0;1;1
Bien accueillie et aimable.;0;0;1;0
les bornes extérieures pour scanner les rendez-vous. gain de temps par<LF>rapport a avant (files d'attentes au comptoir)<LF>l'affichage par numéro des box de consultations;0;0;1;0
La nourriture n'était pas alléchante.;0;0;1;0
Des jeunes infirmieres qui sont là pour vous piquez ,pour apprendre et nous les patients obliges de subir la douleur;0;0;1;1
Disponibilité, aimabilité et efficacité de la secretaire du service<LF>Disponibilité et gentillesse du personnel;1;0;0;0
Trés bonne prise en charge, personnel très agréable;0;0;1;0
organisation mauvaise manque de communication certains infirmiers et médecins internes pas toujours a l'écoute et peut informer sur la maladie selon les équipes mauvaise literie;0;0;0;1
bon accueil du personnel soignant .attentif a ta douleur de nuit comme de jour;1;0;1;0
Tout.... la bienveillance, la communication... l'humanité... franchement bravo, car toutes les personnes rencontrées ont été adorables.... je ne peux que vous remercier.;0;1;1;0
Chirurgien très qualifié mais peu disponible pour donner des informations bonne nourriture.;0;0;1;1
temps d'attente;0;0;1;0
Médecin très sérieux et aimable. personnel sympathique. l'accueil est moins long pour enregistrer grace aux service des jeunes civils;0;0;1;0
La compétence des personnels.;0;0;1;1
J ' ai été surprise de l ' accueil , la prise en charge dès mon arrivée ce qui n ' avait pas été le cas lors des appels téléphoniques pour fixer un RDV .;0;1;0;0
Les repas ne sont pas adaptés a un allaitement je n'ai jamais pu choisir mes repas ! Et le personnel d'accueil aux visites durant la grossesse ne sont pas très accueillants !;1;0;1;0
Manque de sérieux du suivi de l'intervention chirurgicale par des internes;0;0;1;1
L'accueil est exemplaire l'amabilité de personnel soignant et mes dessins et exemplaire.<LF> J'ai jamais été aussi bien accueilli entendu est pris en charge comme dans ce service.<LF>Merci secrétaire à l'accueil. Personnel du laboratoire pour les prélèvements. Et mon médecin qui est exceptionnellement  humain attentif...;0;0;1;0
Il n'y a pas grand chose à faire à part les statines qui me rendent malade . je venais dans l'espoir de trouver une autre solution;0;1;0;0
De très bonnes explications sur ma pathologie par rapport à la clinique de province ou je suis suivi habituellement. Très grand professionnalisme du professeur qui m'a reçu.;0;0;1;1
Chambre double <LF>Cabinet de toilette trop petit<LF>Douche dans le couloir;0;0;1;1
les secrétaires médicales ne disent pas bonjour meme si on leur dit bonjour 3 fois<LF>Idem au niveau du service de paiement, ne disent pas bonjour et sont très imbu de leur personne. rendent un papier d'admission au malade et lorsque l'on demande si on peut leur laisser réponde vous n'avez qu'à  le mettre vous même à  la poubelle !!!;0;0;0;1
l'accueil et la gentillesse du personnel soignant, la qualité des soins;0;1;0;0
je tiens a vous informer que mon séjour c'est très bien passé, et que de l'accueil au autre services jusqu'au médecin c'était formidable, j'ai rencontré des personnes à mon écoute et d'une gentillesse c'était parfait!!!!<LF>si je devais revenir c'est avec plaisir,car c'est très important pour les malades de se sentir écouter et surtout bien compris<LF>merci encore bonne journée à ceux qui liront les réponses de ce questionnaire;1;1;1;0
Les repas identiques et pas de bonne qualité;0;0;1;0
les médecins sont très à l'écoute et explique clairement les choses sur la maladie ou les interventions prévues.;1;0;0;0
Le médecin est vraiment très sociable à l'écoute on sent un profond humanisme d'une sincérité à nous soigner et nous rassurer.;0;1;0;0
RIEN DE NÉGATIF...;0;0;1;1
Tout est ok!;0;0;1;0
le manque d'organisation et d'anticipation lors de l'accueil des patients dans le service. L'attente est beaucoup trop longue entre le moment où l'on vous demande de vous présenter au service et le moment où vous obtenez enfin votre chambre (plusieurs heures d'attente dans le couloir).;0;0;0;1
une équipe souriante, calme, efficace, à l'écoute<LF>des gens visiblement très dévoués;0;1;0;0
tout s'est déroulé normalement;0;0;1;0
acces rapide_ flechage;1;0;0;0
Agréable séjour. Bonne prise en charge. Les rendez-vous pour les différents examens étaient déjà bien coordonnés.;1;0;0;0
La prise de médicaments. Franchement je ne voulais pas prendre ces médicaments. Je trouve que je n'ai pas été assez bien informée. J'ai reçu une ordonnance en urgence par voie téléphonique et par e mail malgré mes nombreux déplacements à l'hôpital (et cela sur mon travail). Je connaissais les tenants et les aboutissants, mais pas à ce point. Pour être claire : 2 jours après mon opération, cela faisait 5 jours que je prenais Cortancyl ® (prednisone) : j'étais réveillée à 4 heures du matin. Je faisais le grand ménage dans les moindres recoins, tout était prêt dans la maison à 7 heures du matin. Je me sentais de plus en plus bizarre, avec des difficultés pour respirer. J'ai demandé à mon ami d'emmener ma fille à l'école. Je ne me sentais pas capable. Je me disais que ça allait passer, et j'ai continué mes activités. Je me disais : à 9 heures je vais monter chez le docteur qui est au deuxième étage au-dessus de chez moi. Mais j'étais de plus en plus troublée, dans tous les sens du terme, c'était avant tout physique. Quand je me suis décidée à monter les escaliers, je me suis rendue compte que je ne pouvais plus justement monter les escaliers. Quand j'ai voulu redescendre chez moi, je me suis retrouvée dans la cave, ou presque je ne sais plus. J'ai rappelé le numéro d'urgence chez vous pour expliquer, je devais revenir aux urgences ophtalmologiques mais le problème c'est que je ne pouvais plus me déplacer sans risquer de tomber. J'ai appelé mon ami qui est journaliste (ce n'est pas mon style) car je craignais de tomber (je ne sentais plus mes mains) ou de ne pas pouvoir me réveiller pour aller chercher ma fille à l'école le soir. J'ai vraiment eu très peur. Je pense que devant mon nouvel état, j'ai fait en plus une crise de panique. Pour la première fois de ma vie, je ne suis pas sortie pendant un peu moins d'une semaine. J'ai ressenti une énorme pression physique, au point de ressentir des douleurs dans mon corps, et j'ai des hémorroïdes qui sont en train de passer. Quand j'ai pris le médicament, j'ai eu mes règles au bout de deux heures au lieu de trois jours, et elles n'étaient pas normales. Je finis mon médicament, en mode accéléré, car je sais qu'il ne faut pas l'arrêter brutalement, mais ce n'est vraiment pas cool. Je dois boire de la bière pour apaiser mon anxiété. Je gère très bien mon quotidien. Aujourd'hui mes yeux ne sont pas excellents, mais j'accepte ma défaillance. Aussi je voudrais terminer en disant que je suis la seule personne à savoir pourquoi j'ai eu ce problème aux yeux. Un jour j'ai dit, très clairement et à haute voix : je ne veux plus voir ça autour de moi. Le lendemain j'avais la maladie. Ce n'est pas une blague. Donc je vais essayer de prendre un rendez vous avec un psychologue chez vous. Mais sinon j'aime la vie, et je vous remercie.;0;1;0;0
excellence du service pneumologie dont oncologie;0;0;1;1
J'avais demandé une chambre seule que j'ai obtenu au début de mon séjour et ensuite on m'a placé dans une chambre double ce qui m'a réellement empêché de me reposer correctement étant donné que l'autre personne était visitée tout le temps et très bruyamment.<LF>Pour les repas il y avait souvent du poulet .;0;0;0;1
de ne pas avoir vu les médecins pour avoir plus d'explications et la marche à suivre pour la suite , impossible de voir l'interne du fait qu'il soit seul;1;0;1;0
